image_url,categories,code,product_name,generic_name
https://images.openfoodfacts.org/images/products/789/620/578/9184/front_pt.3.400.jpg,,7896205789184,"Macarrão Instantâneo Lámen Galinha Adria Pacote 74,3g",
https://images.openfoodfacts.org/images/products/789/620/578/9207/front_pt.3.400.jpg,,7896205789207,"Macarrão Instantâneo Lámen Galinha Caipira Adria Pacote 74,3g",
https://images.openfoodfacts.org/images/products/789/620/578/9276/front_pt.3.400.jpg,,7896205789276,Macarrão De Sêmola Grano Duro Spaghettini Adria Pacote 500g,
https://images.openfoodfacts.org/images/products/789/620/578/9283/front_pt.3.400.jpg,,7896205789283,Macarrão De Sêmola Grano Duro Spaghettoni Adria Pacote 500g,
https://images.openfoodfacts.org/images/products/789/620/578/9306/front_pt.3.400.jpg,,7896205789306,"Macarrão Instantâneo Lámen Carne Suave Minions Adria Pacote 74,3g",
https://images.openfoodfacts.org/images/products/789/620/578/9313/front_pt.3.400.jpg,,7896205789313,"Macarrão Instantâneo Lámen Galinha Suave Minions Adria Pacote 74,3g",
https://images.openfoodfacts.org/images/products/789/620/578/9320/front_pt.3.400.jpg,,7896205789320,"Macarrão Instantâneo Lámen Tomate Minions Adria Pacote 74,3g",
https://images.openfoodfacts.org/images/products/789/620/760/6052/front_pt.3.400.jpg,,7896207606052,Fondue De Queijo Campo Lindo Caixa 400g,
https://images.openfoodfacts.org/images/products/789/620/760/8407/front_pt.3.400.jpg,,7896207608407,Queijo Frescal Ultrafiltrado Polenghi Frescatino Pote 500g 2 Unidades,
https://images.openfoodfacts.org/images/products/789/620/761/3142/front_pt.3.400.jpg,,7896207613142,Queijo Frescal Ultrafiltrado Polenghi Frescatino Pote 130g 2 Unidades,
https://images.openfoodfacts.org/images/products/789/620/761/3159/front_pt.3.400.jpg,,7896207613159,Queijo Frescal Ultrafiltrado Light Polenghi Frescatino Pote 130g 2 Unidades,
,"Dairies, Fermented foods, Fermented milk products, Cheeses",7896207613241,Queijo Frescal Ultrafiltrado,
https://images.openfoodfacts.org/images/products/789/620/761/3296/front_pt.3.400.jpg,,7896207613296,Fondue De Queijo Polenghi A Queijaria Caixa 400g,
https://images.openfoodfacts.org/images/products/789/620/764/0049/front_pt.3.400.jpg,,7896207640049,Queijo Frescal Ultrafiltrado Polenghi Frescatino Pote 250g,
https://images.openfoodfacts.org/images/products/789/620/780/1952/front_pt.3.400.jpg,,7896207801952,Croutons Tradicional Florio Pacote 120g,
https://images.openfoodfacts.org/images/products/789/620/780/1976/front_pt.3.400.jpg,,7896207801976,Croutons Temperado Florio Pacote 120g,
https://images.openfoodfacts.org/images/products/789/620/780/2164/front_pt.3.400.jpg,,7896207802164,Torrada Alho Florio Pacote 100g,
https://images.openfoodfacts.org/images/products/789/620/780/2492/front_pt.3.400.jpg,,7896207802492,Grissini Alho Florio Pacote 120g,
https://images.openfoodfacts.org/images/products/789/620/780/2560/front_pt.3.400.jpg,,7896207802560,Grissini Cebola Florio Pacote 120g,
https://images.openfoodfacts.org/images/products/789/620/780/2614/front_pt.3.400.jpg,,7896207802614,Grissini Parmesão Florio Pacote 120g,
https://images.openfoodfacts.org/images/products/789/620/780/2638/front_pt.3.400.jpg,,7896207802638,Grissini Pizza Florio Pacote 120g,
https://images.openfoodfacts.org/images/products/789/620/780/3314/front_pt.3.400.jpg,,7896207803314,Tostata Tomate Seco Florio Pacote 180g,
https://images.openfoodfacts.org/images/products/789/620/920/0227/front_pt.3.400.jpg,,7896209200227,Sorvete Vanilla Creme La Basque Premium Ice Cream Pote 140ml,
https://images.openfoodfacts.org/images/products/789/620/920/0234/front_pt.3.400.jpg,,7896209200234,Sorvete Menta Choc Chip La Basque Premium Ice Cream Pote 140ml,
https://images.openfoodfacts.org/images/products/789/620/920/0258/front_pt.3.400.jpg,,7896209200258,Sorvete Chocolate Choc Chip La Basque Premium Ice Cream Pote 140ml,
https://images.openfoodfacts.org/images/products/789/620/925/6125/front_pt.3.400.jpg,,7896209256125,Sorvete Coco Com Pedaços La Basque Pote 500ml,
https://images.openfoodfacts.org/images/products/789/620/925/6132/front_pt.3.400.jpg,,7896209256132,Sorvete Cheesecake De Framboesa La Basque Pote 500ml,
https://images.openfoodfacts.org/images/products/789/620/925/6163/front_pt.3.400.jpg,,7896209256163,Sorvete Fior Di Latte Com Amêndoas La Basque Pote 500ml,
https://images.openfoodfacts.org/images/products/789/620/925/6422/front_pt.3.400.jpg,,7896209256422,Sorvete Café Crocante La Basque Premium Ice Cream Pote 500ml,
